,date,country,city,killed,injured,description,year
2965,2005-07-06,Thailand,Narathiwat,1,0,Muslims on motorcycles shoot a 52-year-old in the neck and hand as he is riding to market.,2005
2966,2005-07-06,Iraq,Jbala,13,30,Thirteen civilians are slaughtered in twin suicide bombings by Muslim extremists.  About thirty others are injured.,2005
2967,2005-07-07,Iraq,Baghdad,1,0,"al-Qaeda Organization for Holy War pronounces ""Allah's judgment"" and kills a kidnapped Egyptian diplomat on video.",2005
2968,2005-07-07,Afghanistan,Helmand,10,0,Ten Afghan police officers are captured by the Taliban and senselessly beheaded.,2005
2969,2005-07-07,England,London,52,750,Islamic terrorists massacre more than fifty commuters on three separate subway trains and a double-decker bus on the street with four suicide bombs.  Over seven-hundred people are injured.,2005
2970,2005-07-07,Iraq,Mosul,5,52,Five people at a market are killed when Sunni terrorists lob more than a dozen mortar rounds into the square.,2005
2971,2005-07-07,Afghanistan,Spin Boldak,3,0,"Religious extremists blow up a passing vehicle, killing three civilians.",2005
2972,2005-07-08,Thailand,Narathiwat,1,0,"Islamists fire on utility workers trimming trees, killing one.",2005
2973,2005-07-08,Afghanistan,Paktika,2,0,A man and his wife are murdered inside their home by Sunni extremists.,2005
2974,2005-07-08,India,Rajouri,4,0,Four Indian soldiers are ambushed and killed by Islamic militants.,2005
2975,2005-07-09,Algeria,Tezi Ozo,4,0,"A group of thirty Islamists set-up a fake roadblock, then slaughter four Algerians that are fooled into stopping.",2005
2976,2005-07-09,Pakistan,Karachi,1,0,A Shia cleric is gunned down on a street by Pakistani Sunnis.,2005
2977,2005-07-09,Iraq,Baghdad,8,0,A family of eight Shia is gruesomely murdered by Sunni radicals as they sleep in their home.,2005
2978,2005-07-10,Iraq,Kirkuk,4,15,"Suicidal Sunni kills four civilians on a highway, near a hospital.  Fifteen are injured in the blast.",2005
2979,2005-07-10,Iraq,Baghdad,25,47,"A al-Qaeda suicide bomber blows himself to Allah, taking twenty-five innocents with him.  Nearly fifty others are injured.",2005
2980,2005-07-10,Iraq,Syrian Border,7,0,Two Islamic suicide bombers kill seven customs agents.,2005
2981,2005-07-10,Afghanistan,Darreh-ye Nur,2,0,The Taliban murder two civilians in an incendiary attack on their vehicle.,2005
2982,2005-07-10,Thailand,Narathiwat,1,0,A man is murdered in his grocery story by Islamic radicals.,2005
2983,2005-07-11,Thailand,Yala,2,0,Two village guards are killed in separate terror attacks.,2005
2984,2005-07-11,Somalia,Mogadishu,1,0,al-Qaeda assassinates a Somali peace activist outside his home.,2005
2985,2005-07-12,Israel,Netanya,5,70,"The terror group, Islamic Jihad, takes credit for a suicide bombing, in which a bomber kills five Jews crossing the street in front of a mall.  All of the victims were female, two were teenage girls.  About seventy others were injured.",2005
2986,2005-07-12,Iraq,Kirkuk,3,15,"Sunnis detonate a car bomb in an industrial district, killing three civilians and injuring fifteen more.",2005
2987,2005-07-12,Thailand,Pattani,4,0,Four civilians are murdered in separate attacks by Muslim radicals.,2005
2988,2005-07-12,Algeria,Ahnif,2,0,Two community guards are killed in separate attacks by Islamic fundamentalists (Jijel).,2005
2989,2005-07-12,Lebanon,Beyrouth,1,12,"Muslim terrorists target a Christian politician with a bomb, but kill a civilian instead.",2005
2990,2005-07-13,Afghanistan,Safian,1,0,A civilian is shot to death by Sunni extremists.,2005
2991,2005-07-13,Iraq,Jalawlah,2,16,A suicide bomber kills two others inside a Sunni mosque.,2005
2992,2005-07-13,Iraq,Baghdad,27,25,"An Islamic suicide bomber deliberately plows his car into a group of children, slaughtering at least twenty-seven.  Children were amply represented among the injured.",2005
2993,2005-07-13,Pakistan,Jhal Magsi,3,3,"Three children, including two brothers, are killed by a homemade bomb.",2005
2994,2005-07-13,India,Bigambri,1,0,"The Mujahideen abduct a civilian, then kill him in captivity.",2005
2995,2005-07-14,Thailand,Yala,2,21,"Islamic militants set off four bombs in restaurants and other business areas, killing at least two people.",2005
2996,2005-07-14,Israel,Netiv Haasara,1,1,"Palestinian terrorists hit an Israeli residence with a missile, killing a woman.",2005
2997,2005-07-15,Thailand,Narathiwat,1,0,A metal-shop owner is shot to death in a tea shop by Islamists.,2005
2998,2005-07-15,Thailand,Pattani,2,0,"Two civilians, including a taxi driver, are murdered by Islamic terrorists.",2005
2999,2005-07-15,Afghanistan,Kandahar,7,0,Seven cops are brutally slain in a surprise attack by religious extremists.,2005
3000,2005-07-15,Thailand,Narathiwat,2,0,Two female teachers are gunned down by Muslims on motorcycles as they are walking home.,2005
3001,2005-07-15,Iraq,Baghdad,27,100,Seven suicide bombers take at least twenty-seven innocents with them to Allah.  About one hundred others suffer injuries; many lose limbs.,2005
3002,2005-07-16,India,Baramulla,2,0,"The Mujahideen shoot a man to death outside his home, and also stage a separate attack that kills a 6-year-old girl.",2005
3003,2005-07-16,Iraq,Basra,3,2,Muslim terrorists kill three British soldiers with a roadside bomb.,2005
3004,2005-07-16,Iraq,Musayyib,71,160,"A religious extremist with explosives wrapped around his chest, detonates himself in a crowded city street, killing over seventy other people.  Nearly two-hundred others are injured in the horrific attack.",2005
3005,2005-07-16,Thailand,Narathiwat,2,0,"Muslim separatists attack a school, killing two security guards.",2005
3006,2005-07-17,Iraq,Baghdad,22,21,Four Fedayeen kill twenty-two people in separate suicide bombings.,2005
3007,2005-07-18,Afghanistan,Kamdish,1,0,Taliban extremists murder an electoral worker.,2005
3008,2005-07-18,Afghanistan,Uruzgan,9,0,Nine villagers are slaughtered in a Taliban raid.,2005
3009,2005-07-18,Pakistan,Chilas Farm,5,15,Five passengers aboard a bus are killed when the Mujahideen ambush it along a mountain road.  Fifteen others are injured.,2005
3010,2005-07-18,Pakistan,Quetta,1,1,"A Shia schoolteacher is gunned down, and his wife critically injured.",2005
3011,2005-07-18,Pakistan,Karachi,1,1,"A Sunni cleric is attacked in his car by Shia on motorcycles, who manage to kill his son.",2005
3012,2005-07-18,Iraq,Baghdad,7,0,Islamic insurgents murder six policemen and a government worker in six separate shooting attacks.,2005
3013,2005-07-18,India,Arwani,1,1,The Mujahideen shoot a man to death outside his shop.,2005
3014,2005-07-18,Thailand,Yala,3,1,"In three separate attacks, Muslims behead a farmer and shoot at least two other people to death, including a school principal.",2005
3015,2005-07-19,Ethiopia,Jigjiga,1,0,Islamic militants stop a bus and force the Christians on it to repeat a Muslim creed and pray to Mecca.  The one who refuses to do so is shot to death.,2005
3016,2005-07-19,India,Chitabas,6,0,"The Hizbul Mujahideen enter a residence and slaughter six members of a family, in a heinous attack.",2005
3017,2005-07-19,Chechnya,Znamenskoye,14,36,"Fourteen people, including civilians, are killed in a Jihad attack by Muslim separatists on a remote road.",2005
3018,2005-07-19,Iraq,Baqubah,13,0,"Jihadis stage a shooting attack on a minivan carrying civilians, killing thirteen in all.",2005
3019,2005-07-20,Pakistan,Gilgit,3,0,Three people are gunned down in sectarian attacks.,2005
3020,2005-07-20,Iraq,Baghdad,10,21,A suicidal Sunni murders ten people near an airport and causes egregious injuries to at least a dozen others.,2005
3021,2005-07-20,India,Srinagar,6,17,"Hizbul Mujahideen suicide bomber targets a missionary children's school in the Indian capital, killing at least six and injuring more than a dozen.",2005
3022,2005-07-20,Iraq,Hilla,4,4,"Two Jihad car bombings kill four and injure four, including a young girl.",2005
3023,2005-07-21,Afghanistan,Kajran,15,0,Fifteen innocents are attacked and killed by Taliban extremists in a three-day spree.,2005
3024,2005-07-21,Thailand,Narathiwat,2,0,Two civilians are brutally murdered in separate attacks.,2005
3025,2005-07-21,Iraq,Mahmudiyah,5,8,A religious extremist kills himself and five innocents in a blast at a traffic checkpoint.,2005
3026,2005-07-21,India,Sopore,2,2,Two civilians are killed when the Mujahideen attack a security camp.,2005
3027,2005-07-21,Afghanistan,Helmand,2,0,The Taliban ambush a vehicle carrying two people.  Both are killed in the explosion.,2005
3028,2005-07-21,India,Anantnag,1,2,"Militant Muslims fire on a bus stop, killing a civilian and injuring two others.",2005
3029,2005-07-22,Iraq,Baghdad,12,5,"Four Jihad attacks leave twelve Iraqis dead, including a senseless ambush on a wedding party that left the bride and her mother dead.",2005
3030,2005-07-22,Pakistan,South Waziristan,4,0,"al-Qaeda suspected in shooting deaths of a tribal leader, his two sons and brother.",2005
3031,2005-07-22,Thailand,Pattani,2,0,Islamic terrorists kill two people in a shooting ambush.,2005
3032,2005-07-23,Chechnya,Shelkovskaya,1,0,A forest director is killed in his home by Jihad gunmen.,2005
3033,2005-07-23,Thailand,Pattani,1,0,A Buddhist student is gunned down by Islamic extremists.,2005
3034,2005-07-23,Israel,Kissufim,2,5,"Palestinian gunmen murder an Israeli husband and wife.  They also open fire on medical rescue workers, injuring five of them.",2005
3035,2005-07-23,Egypt,Sharm el-Sheik,88,119,More than eighty tourists and workers are killed when Islamic militants detonate three powerful car bombs outside a cafe and two hotels.  One suicide bomber drove into the lobby.  Over one-hundred people suffer injuries.,2005
3036,2005-07-23,Thailand,Narathiwat,1,0,Islamic militants shoot a 58-year-old village leader twice in the head as he is riding with his wife.,2005
3037,2005-07-23,Lebanon,Beirut,0,12,Twelve people are injured by a car bomb placed in a Christian neighborhood.,2005
3038,2005-07-23,Afghanistan,Kandahar,1,0,The Taliban assassinate a judge as he is walking to work.,2005
3039,2005-07-24,Iraq,Baghdad,22,30,"A horrific scene as a Fedayeen suicide bomber kills twenty-two people, mostly civilians in a crowded area near sidewalk cafes.",2005
3040,2005-07-24,Dagestan,Makhachkala,1,4,Muslim terrorists put a bomb beneath a passenger train that kills one and injures four commuters.,2005
3041,2005-07-25,Thailand,Pattani,1,0,Islamists behead the son of a police officer.,2005
3042,2005-07-25,Iraq,Baghdad,12,16,A Fedayeen suicide bomber drives his car in front of a hotel and slaughters a dozen people.  Sixteen others are injured.,2005
3043,2005-07-26,Chechnya,Dargo,1,3,"Muslim terrorists ambush a security patrol, killing one and injuring three.",2005
3044,2005-07-26,Iraq,Basra,3,0,"In two separate attacks (one in Tikrit) Jihadis kill three innocents, including a child and a truck driver.",2005
3045,2005-07-26,Iraq,Hilla,3,0,Three policemen are killed when terrorists fire a rocket at point-blank range.,2005
3046,2005-07-26,Iraq,Baghdad,16,27,Sunni gunmen massacre sixteen Shia civilians with an automatic weapons attack on their vehicles.  Over two dozen are inured with gunshot wounds.,2005
3047,2005-07-26,India,Mahore,1,0,Hizb-ul-Mujahideen members invade a home and murder a civilian.,2005
3048,2005-07-26,Afghanistan,Kandahar,2,0,The Taliban kill a police chief and one other with a rocket attack on their car.,2005
3049,2005-07-26,Ethiopia,Jigjiga,5,30,"A Muslim separatist group, the ONLF, kills five people, including a child, in two grenade attacks against civilian targets.",2005
3050,2005-07-26,Thailand,Narathiwat,2,0,Two civilians are killed in their motorcycle shop.,2005
3051,2005-07-26,Thailand,Narathiwat,1,0,A school principal is murdered by Islamic radicals.,2005
3052,2005-07-27,Chechnya,Grozny,1,0,A cop is gunned down by Jihadis.,2005
3053,2005-07-27,Thailand,Southern Provinces,5,1,Five civilians are gunned down by Islamic radicals in separate attacks.,2005
3054,2005-07-27,Iraq,Baghdad,2,0,al-Qaeda executes two Algerian diplomats that were abducted several days earlier.,2005
3055,2005-07-28,India,Sokar,3,0,"A 5-year-old girl, her mother and grandmother are slaughtered in a home invasion by the Mujahideen.",2005
3056,2005-07-28,Thailand,Narathiwat,1,0,Islamic terrorists kill a man as he is buying candy for his children.,2005
3057,2005-07-29,Chechnya,Grozny,1,1,A cop is gunned down by Jihadis.,2005
3058,2005-07-29,Afghanistan,Gizab,7,0,The Taliban ambush and slaughter seven people.,2005
3059,2005-07-29,Bangladesh,Boalmari,2,0,"Two Christian charity workers are hacked to death inside their home by hardline Islamic militants, who chained the doors shut to prevent their escape or rescue.",2005
3060,2005-07-29,Thailand,Pattani,1,3,A village leader is gunned down and three others suffer injuries in a separate attack in Narathiwat.,2005
3061,2005-07-29,Algeria,Boumerdes,2,4,The Salafist Group for Preaching and Combat kill two Algerian police officers in an ambush.,2005
3062,2005-07-29,Iraq,Rabiah,52,35,"A suicidal religious extremist wanders into a crowd of people and detonates explosives strapped to his body, killing over fifty people.",2005
3063,2005-07-29,India,Kupwara,2,0,"The Mujahideen invade a home to kill the wife of a police officer, along with his young nephew.",2005
3064,2005-07-29,India,Rajouri,6,0,"Muslims line up five Hindu villagers and then slit their throats.  Elsewhere in the same district, they murder a woman with an axe.",2005
3065,2005-07-29,India,Doda,2,0,Islamists kill two policemen in an ambush.,2005
3066,2005-07-30,India,Srinagar,2,25,The Mujahideen stage an attack on a hotel that claims the lives of two security personnel and injures about twenty-five others.,2005
3067,2005-07-30,Iraq,Baghdad,6,26,A Fedayeen suicide bomber kills six Iraqis near a theatre.  Twenty-six others are injured.,2005
3068,2005-07-30,Afghanistan,Charchino,3,0,A district governor and his two bodyguards are assassinated by the Taliban in a roadside attack.,2005
3069,2005-07-30,Iraq,Basra,2,2,A bomb attack on the British Embassy convoy leaves two security guards dead and two children injured.,2005
3070,2005-07-30,Iraq,Baghdad,3,0,"Police find the bodies of three airport workers, bound and tortured by the Jihadis.  Their throats were cut.",2005
3071,2005-07-31,India,Badarkot,1,0,A civilian is shot to death inside his own home by militant Muslims.,2005
3072,2005-07-31,Iraq,Haswa,7,12,Seven civilians are killed by a Jihad car bombing.,2005
3073,2005-08-01,Afghanistan,Gresk,2,0,Religious extremists gun down a policeman and his young daughter.,2005
3074,2005-08-02,Thailand,Narathiwat,2,4,Muslim assailants kill two people in separate attacks.,2005
3075,2005-08-02,Iraq,Shu'la,7,0,"Shia gunmen kill a Sunni cleric and his brother, then gun down a vehicle carrying five mourners on their way to view the bodies.",2005
